sa,hi,meter,prompt,clean_text,clean_sa_slp1,hi_slp1,model_out
अहं भूतपतिः कृष्ण देवराज: पुरंदरः अदितेगर्भपर्याये पूर्वजस्ते पुराकृतः॥,"श्रीकृष्ण ! मैं वही समस्त भूतोंका अधिपति देवराज इन्द्र हूँ, जिसे आपने पूर्वकालमें माता अदितिके गर्भमें आकर अपना बड़ा भाई बनाया था॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",अहं भूतपतिः कृष्ण देवराज: पुरंदरः अदितेगर्भपर्याये पूर्वजस्ते पुराकृतः॥,ahaM BUtapatiH kfzRa devarAja: puraMdaraH aditegarBaparyAye pUrvajaste purAkftaH..,"SrIkfzRa ! mEM vahI samasta BUtoMkA aDipati devarAja indra hU~, jise Apane pUrvakAlameM mAtA aditike garBameM Akara apanA baq0A BAI banAyA TA..",श्रीकृष्ण! अहं देवराजः भूतानां पतिः यः आदितिके गर्भे त्वया बृहत् भ्राताकृतः॥
तथेव रामो5तिबल: सम्परिष्वज्य भाविनीम्‌ मूर्ध्युपाप्राय सव्येन प्रतिजग्राह पाणिना॥,उसी प्रकार अत्यन्त बलशाली बलरामजीने उस भामिनी बहिनको हृदयसे लगाकर उसका मस्तक सूँघा और बायें हाथसे उसका हाथ पकड़ लिया॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",तथेव रामो5तिबल: सम्परिष्वज्य भाविनीम्‌ मूर्ध्युपाप्राय सव्येन प्रतिजग्राह पाणिना॥,taTeva rAmo5tibala: samparizvajya BAvinIm‌ mUrDyupAprAya savyena pratijagrAha pARinA..,usI prakAra atyanta balaSAlI balarAmajIne usa BAminI bahinako hfdayase lagAkara usakA mastaka sU~GA Ora bAyeM hATase usakA hATa pakaq0a liyA..,तथा बलवान् बलरामः तस्याः हृदयेन सह आलिंगनम् शिरसा सूंघ्य वामभ्यामि हस्तं गृहीत्॥
चरुद्बयं गृहीत्वा तदृषे: सत्यवती तदा चरुमादाय यत्नेन सा तु मात्रे न्‍्यवेदयत्‌॥,तब सत्यवतीने ऋषिके दिये हुए दोनों चरुओंको ग्रहण करके उन्हें यत्रपूर्वक्क अपनी माताके सामने लाकर रख दिये॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",चरुद्बयं गृहीत्वा तदृषे: सत्यवती तदा चरुमादाय यत्नेन सा तु मात्रे न्‍्यवेदयत्‌॥,carudbayaM gfhItvA tadfze: satyavatI tadA carumAdAya yatnena sA tu mAtre n‍yavedayat‌..,taba satyavatIne fzike diye hue donoM caruoMko grahaRa karake unheM yatrapUrvakka apanI mAtAke sAmane lAkara raKa diye..,तदा सत्यवतीयेन ऋषिके दत्तद्वे चरुणेभ्यः गृहीत्वा माता समक्षे स्थापयत्॥
मा शुचः पुरुषव्याघ्र क्षत्रियोऽसि परंतप बाहुबीयांधिते मार्गे वर्तसे दीप्तनिर्णये ॥,शत्रुओं को संताप देनेवाले पुरुषसिंह ! तुम क्षत्रिय हो शोक न करो तुम तो उस मार्ग पर चल रहे हो जहाँ केवल अपने बाहुबलका भरोसा किया जाता है तथा जहाँ अभीष्ट फलकी प्राप्ति प्रत्यक्ष एवं असंदिग्ध है ॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",मा शुचः पुरुषव्याघ्र क्षत्रियोऽसि परंतप बाहुबीयांधिते मार्गे वर्तसे दीप्तनिर्णये ॥,mA SucaH puruzavyAGra kzatriyo'si paraMtapa bAhubIyAMDite mArge vartase dIptanirRaye ..,SatruoM ko saMtApa denevAle puruzasiMha ! tuma kzatriya ho Soka na karo tuma to usa mArga para cala rahe ho jahA~ kevala apane bAhubalakA BarosA kiyA jAtA hE taTA jahA~ aBIzwa PalakI prApti pratyakza evaM asaMdigDa hE ..,शत्रुनां संतापयन् पुरुषसिंह! त्वं क्षत्रियः शोकं न कुरु त्वं बलप्राप्तये नियतं मार्गेण गच्छेत्॥
ब्रह्मघ्ने च सुरापे च चौरे भग्नव्रते तथा निष्कृतिर्विहिता राजन् कृतघ्ने नास्ति निष्कृतिः,"राजन्! ब्रह्महत्यारे, शराबी, चोर तथा व्रतभङ्ग करने वालोंके लिये शास्त्रमें प्रायश्चित्तका विधान है; परंतु कृतघ्नके उद्धारका कोई उपाय नहीं बताया गया है",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",ब्रह्मघ्ने च सुरापे च चौरे भग्नव्रते तथा निष्कृतिर्विहिता राजन् कृतघ्ने नास्ति निष्कृतिः,brahmaGne ca surApe ca cOre Bagnavrate taTA nizkftirvihitA rAjan kftaGne nAsti nizkftiH,"rAjan! brahmahatyAre, SarAbI, cora taTA vrataBaNga karane vAloMke liye SAstrameM prAyaScittakA viDAna hE; paraMtu kftaGnake udDArakA koI upAya nahIM batAyA gayA hE",राजे! ब्रह्महत्यारे शराभ्यः चोरभ्यः व्रतभङ्गकर्तृभ्यः शास्त्रे प्रायश्चित्तस्य विधानम् अस्ति कृतघ्नस्य तु उद्धारस्य उपायः न विद्यते॥
ज्योतींषि घनमुक्तानि पद्ावन्ति जलानि च मनांसि च मनुष्याणां प्रसादमुपयान्ति बै॥,"बादलोंके आवरणसे मुक्त हुए ग्रहनक्षत्र, कमलमण्डित जल तथा मनुष्योंके मन प्रसाद को प्राप्त हो रहे हैं॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",ज्योतींषि घनमुक्तानि पद्ावन्ति जलानि च मनांसि च मनुष्याणां प्रसादमुपयान्ति बै॥,jyotIMzi GanamuktAni padAvanti jalAni ca manAMsi ca manuzyARAM prasAdamupayAnti bE..,"bAdaloMke AvaraRase mukta hue grahanakzatra, kamalamaRqita jala taTA manuzyoMke mana prasAda ko prApta ho rahe hEM..",मेघसमाप्य ग्रहाः नक्षत्रं जलं कमलाङ्कितं मनसः प्रसादं प्राप्यते॥
ब्रह्माणं चाब्रवीद्‌ रुद्रो न योत्स्ये भगवन्निति कृष्णेन सह संग्रामे लघ्वी भवतु मेदिनी॥,"तत्पश्चात्‌ रुद्रने ब्रह्माजीसे कहा'भगवन्‌! अब मैं संग्रामभूमिमें श्रीकृष्फे साथ युद्ध नहीं करूँगा, अब यह पृथ्वी हलकी हो जाय'॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",ब्रह्माणं चाब्रवीद्‌ रुद्रो न योत्स्ये भगवन्निति कृष्णेन सह संग्रामे लघ्वी भवतु मेदिनी॥,brahmARaM cAbravId‌ rudro na yotsye Bagavanniti kfzRena saha saMgrAme laGvI Bavatu medinI..,"tatpaScAt‌ rudrane brahmAjIse kahA'Bagavan‌! aba mEM saMgrAmaBUmimeM SrIkfzPe sATa yudDa nahIM karU~gA, aba yaha pfTvI halakI ho jAya'..",ततः रुद्रेन ब्रह्माजीयेव अवदत् भगवन्! अहं संग्रामे न करिष्यामि भूमिविद्रुले॥
नावमंस्था हि सदृशान् नावराम्छ्रेयसः कुतः अवाप्य पृथिवीं कृत्स्नां न ते शृङ्गमवर्धत ॥,आपने अपने समान और अपने से छोटों का भी कभी अपमान नहीं किया फिर अपनेसे बढ़का तो करते ही कैसे ? सारी पृथ्वीका राज्य पाकर भी आपका प्रभुताविषयक अहङ्कार कभी नहीं बढ़ा ॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",नावमंस्था हि सदृशान् नावराम्छ्रेयसः कुतः अवाप्य पृथिवीं कृत्स्नां न ते शृङ्गमवर्धत ॥,nAvamaMsTA hi sadfSAn nAvarAmCreyasaH kutaH avApya pfTivIM kftsnAM na te SfNgamavarData ..,Apane apane samAna Ora apane se CowoM kA BI kaBI apamAna nahIM kiyA Pira apanese baQ0akA to karate hI kEse ? sArI pfTvIkA rAjya pAkara BI ApakA praButAvizayaka ahaNkAra kaBI nahIM baढ़A ..,स्वसमानैषु लघुषु च न कभी अपमानितवान् पुनः बृहत्त्वे कथं अपमानं करोति? भूमिवंशे सर्वज्ञे अहङ्कारः न वर्धितः ॥
न चापि तव संकल्पं मोघमिच्छामि दानव कृष्णस्य क्रियतां किंचित् तथा प्रतिकृतं मयि ॥,"दानव ! साथ ही मैं यह भी नहीं चाहता कि तुम्हारा यह संकल्प व्यर्थ हो इसलिये तुम भगवान् श्रीकृष्णका कोई कार्य कर दो, इससे मेरे प्रति तुम्हारा कर्तव्य पूर्ण हो जायगा ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",न चापि तव संकल्पं मोघमिच्छामि दानव कृष्णस्य क्रियतां किंचित् तथा प्रतिकृतं मयि ॥,na cApi tava saMkalpaM moGamicCAmi dAnava kfzRasya kriyatAM kiMcit taTA pratikftaM mayi ..,"dAnava ! sATa hI mEM yaha BI nahIM cAhatA ki tumhArA yaha saMkalpa vyarTa ho isaliye tuma BagavAn SrIkfzRakA koI kArya kara do, isase mere prati tumhArA kartavya pUrRa ho jAyagA ..","दानवं! एतत् संकल्पं न व्यर्थं भवतु, श्रीकृष्णेन कार्यं कुरु, मे कर्तव्यं पूर्णं भविष्यति॥"
स्वयंवरकृतं दोष विदित्वा वो नराधिपा: क्षन्तव्यो मम वृद्धस्य दुर्दग्धस्य फलोदयम्‌॥,"नरेश्वरो! स्वयंवरके द्वारा जो श्रीकृष्णविरोधरूपी दोष सम्पादित हो रहा था, उसे जानकर आपलोग मुझ वृद्धके अपराधको क्षमा करें जिसे दैवरूपी दावानलने अच्छी तरह जला दिया हो, उस वृक्षसे फलकी प्राप्ति कैसे हो सकती है ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",स्वयंवरकृतं दोष विदित्वा वो नराधिपा: क्षन्तव्यो मम वृद्धस्य दुर्दग्धस्य फलोदयम्‌॥,svayaMvarakftaM doza viditvA vo narADipA: kzantavyo mama vfdDasya durdagDasya Palodayam‌..,"nareSvaro! svayaMvarake dvArA jo SrIkfzRaviroDarUpI doza sampAdita ho rahA TA, use jAnakara Apaloga muJa vfdDake aparADako kzamA kareM jise dEvarUpI dAvAnalane acCI taraha jalA diyA ho, usa vfkzase PalakI prApti kEse ho sakatI hE ..",नरेश्वरो! यत्स्वयंवरे श्रीकृष्णेन दोषः समाप्यते तत्ज्ञात्वा मे क्षम्यतां वृद्धस्य यत्दैवज्वलनं वृक्षफलप्राप्तिः कथं स्यात्॥
श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् स्वभावनियतं कर्म कुर्वन्नामोति किल्बिषम् ॥,"इसलिये अच्छी प्रकार आचरण किये हुए दूसरेके धर्मसे गुणरहित भी अपना धर्म श्रेष्ठ है, क्योंकि स्वभावसे नियत किये हुए स्वधर्मरूप कर्मको करता हुआ मनुष्य, पापको नहीं प्राप्त होता ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात् स्वभावनियतं कर्म कुर्वन्नामोति किल्बिषम् ॥,SreyAnsvaDarmo viguRaH paraDarmAtsvanuzWitAt svaBAvaniyataM karma kurvannAmoti kilbizam ..,"isaliye acCI prakAra AcaraRa kiye hue dUsareke Darmase guRarahita BI apanA Darma SrezWa hE, kyoMki svaBAvase niyata kiye hue svaDarmarUpa karmako karatA huA manuzya, pApako nahIM prApta hotA ..",अतः सत्विकः कर्मनिष्ठः परस्य गुणहीनः अपि स्वधर्मे श्रेष्ठः सत्विकः कर्मनिष्ठः पापं न प्राप्नोति ॥
रक्षसा निग्रहं प्राप्य रामस्य महिषी प्रिया क्लिश्यमानापि सुश्रोणि राममेवान्वपद्यत ॥,"आणि ! जानकी श्रीरामकी प्यारी रानी थीं वे राक्षस की कैद पढ़कर दीर्घकालतक स्टेश उठाती रहीं, तो भी उन्होंने श्रीरामको दी अपनाये रक्खा अपना धर्म नहीं छोड़ा",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",रक्षसा निग्रहं प्राप्य रामस्य महिषी प्रिया क्लिश्यमानापि सुश्रोणि राममेवान्वपद्यत ॥,rakzasA nigrahaM prApya rAmasya mahizI priyA kliSyamAnApi suSroRi rAmamevAnvapadyata ..,"ARi ! jAnakI SrIrAmakI pyArI rAnI TIM ve rAkzasa kI kEda paढ़kara dIrGakAlataka sweSa uWAtI rahIM, to BI unhoMne SrIrAmako dI apanAye rakKA apanA Darma nahIM Coq0A",किन्तु जानकी श्रीरामस्य प्रियतराणि राक्षसाकैदेषु दीर्घकालपर्यन्तं स्थेयितव्याणि धर्मनिष्ठिता॥
समाहतस्ततो बाणै: खड्गचर्मधरो5पतत्‌ तमापतन्तं निशितेरभ्यहन्‌ सायकैस्तथा॥,उन बाणोंसे घायल होनेपर अनिरुद्ध ढाल और तलवार लिये बाणासुरपर टूट पड़े उन्हें आक्रमण करते देख उस असुरने तीखे सायकोंसे उनपर और भी चोट की ॥,anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",समाहतस्ततो बाणै: खड्गचर्मधरो5पतत्‌ तमापतन्तं निशितेरभ्यहन्‌ सायकैस्तथा॥,samAhatastato bARE: KaqgacarmaDaro5patat‌ tamApatantaM niSiteraByahan‌ sAyakEstaTA..,una bARoMse GAyala honepara anirudDa QAla Ora talavAra liye bARAsurapara wUwa paq0e unheM AkramaRa karate deKa usa asurane tIKe sAyakoMse unapara Ora BI cowa kI ..,अनिरुद्धस्य बाणैः घायल्यं ढालैः तलवारैः बाणासुरः प्रहारात् तीक्ष्णैः सायकेषु च पीडितः ॥
यतस्तानि पराण्याहुस्तेभ्यश्च परमं मनः ॥ ततोऽपिहि परा बुद्धिरात्मा बुद्धेः परो मतः ॥,"स्थूल से इंद्रिय परे हैं, इन्द्रियोंसे परे मन है, मनसे परे बुद्धि है, और बुद्धिसे परे परमात्मा है ॥",anuṣṭubh,"The goal is to generate Sanskrit verse that follows the anushtup meter rules for the given input text.
RULES:
Verse Rules:
The verse contains 32 syllables/akshara and 4 padas in total.
The verse is divided into 2 lines, each containing 16 syllables.
Each line is divided into 2 padas (quartets), each containing exactly 8 syllables.
The fifth syllable of every pada must be LAGHU or short.
The sixth syllable of every pada must be GURU or long.
The seventh syllable of the second and fourth pada must be HRASVA.
The seventh syllable of the first and third pada must be DEERGHA.

Syllable Rules:
LAGHU vowels: अ, इ, उ, ऋ, ऌ
GURU vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ
HRASVA vowels: अ, इ, उ, ऋ, ऌ
DEERGHA vowels: आ, ई, ऊ, ॠ, ॡ, ए, ऐ, ओ, औ

Syllable classification rules:
- A syllable is marked Laghu/Guru and Hrasva/Deergha based on the vowel it contains.
- Any syllable containing anusvāra (ं) or visarga (ः) is always Guru.
- Any syllable followed by a conjunct consonant (saṁyuktākṣara) is always Guru.",यतस्तानि पराण्याहुस्तेभ्यश्च परमं मनः ॥ ततोऽपिहि परा बुद्धिरात्मा बुद्धेः परो मतः ॥,yatastAni parARyAhusteByaSca paramaM manaH .. tato'pihi parA budDirAtmA budDeH paro mataH ..,"sTUla se iMdriya pare hEM, indriyoMse pare mana hE, manase pare budDi hE, Ora budDise pare paramAtmA hE ..",स्थूलैः परेन्द्रियैः परे मनैः परे बुद्धिः परमात्मेति परमं तत्त्वम्॥
